lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
59,0,105.3,4,24,4,1,2,0,0,0
128,2,207.9,5,27,4,2,0,0,5,0
172,1,90.5,7,29,3,3,2,1,0,1
1,1,149.0,10,28,4,2,0,3,0,1
143,1,101.31,8,31,4,4,1,0,0,1
90,0,108.3,6,26,4,4,2,0,0,1
3,1,81.0,2,12,4,2,0,3,0,1
185,2,116.1,9,29,4,3,2,0,0,0
0,0,81.9,1,14,4,1,0,0,0,1
8,1,83.0,1,19,4,4,0,0,0,1
198,3,116.1,9,15,4,1,0,3,0,1
70,0,86.4,3,27,4,4,2,0,4,0
2,1,0.0,6,6,1,0,1,0,6,1
164,1,100.3,6,19,4,2,2,0,0,0
52,2,74.8,12,1,4,3,1,3,0,1
119,1,97.75,7,13,3,3,0,1,0,0
95,2,90.9,10,31,4,0,1,0,0,1
0,0,72.0,8,17,2,1,1,0,0,1
166,0,72.25,7,30,3,1,2,0,0,1
122,3,187.85,5,30,4,5,1,0,5,1
160,0,132.3,10,3,4,3,1,0,3,0
19,1,91.0,3,14,4,4,1,0,0,1
1,0,127.0,2,26,4,1,0,0,3,1
6,2,97.02,10,11,4,1,2,0,0,1
68,1,97.71,5,19,4,1,0,0,0,1
41,0,72.37,2,18,4,3,0,0,1,1
216,1,96.3,8,5,4,1,0,0,0,0
42,0,144.23,8,29,4,3,1,0,3,0
70,0,126.9,6,9,4,3,0,0,0,1
159,0,144.0,9,19,4,2,1,0,0,0
44,2,83.6,11,23,4,2,0,3,0,1
180,0,80.1,10,28,4,2,0,3,0,0
16,0,107.0,8,28,3,3,2,0,3,1
4,0,78.2,11,6,3,2,1,0,3,1
54,0,62.37,7,7,4,8,2,0,0,1
81,1,65.0,3,25,3,2,1,0,0,1
23,0,95.98,9,7,4,7,3,0,0,1
275,1,90.95,10,28,4,2,2,0,0,0
3,0,81.0,2,14,4,2,2,3,0,1
67,0,135.0,10,19,4,3,0,0,0,0
66,0,112.2,4,19,4,4,0,0,3,1
59,1,109.8,8,29,4,3,1,0,0,1
13,0,66.0,2,1,3,3,1,0,0,1
0,0,101.52,6,20,4,0,1,0,0,1
259,2,95.85,7,22,4,2,0,0,1,0
200,0,150.45,9,20,4,5,1,0,0,0
25,1,104.2,4,10,4,3,2,0,0,1
65,1,125.1,9,27,4,3,0,3,0,1
112,0,58.9,3,21,4,2,1,3,1,1
3,1,103.0,3,7,4,0,1,0,0,1
16,3,187.0,7,1,4,2,0,0,3,1
0,0,79.0,2,3,4,1,0,0,0,1
102,2,86.4,12,6,4,2,0,0,0,0
79,1,192.03,12,30,3,2,0,0,0,1
92,1,96.3,4,14,4,3,0,0,0,1
3,1,79.0,11,26,2,1,0,0,0,1
193,1,120.7,12,28,4,4,0,0,3,0
112,1,90.0,11,24,4,3,0,0,0,1
121,0,43.5,3,19,3,2,2,0,0,1
16,1,119.0,4,22,4,1,0,3,0,1
1,1,110.8,8,26,4,4,1,0,0,1
99,1,107.95,4,27,4,4,2,0,3,1
2,1,88.0,1,22,4,2,0,0,0,1
12,0,216.0,5,13,4,2,2,0,5,0
1,0,129.0,3,19,4,1,0,3,0,1
1,0,78.5,1,8,4,2,1,3,0,1
18,0,75.99,12,9,4,7,3,3,0,1
23,0,61.0,1,11,4,0,1,3,0,1
52,2,79.2,11,25,4,2,0,3,0,1
99,0,90.0,2,19,2,1,0,0,0,0
0,2,114.0,9,30,4,1,0,3,0,1
71,2,120.15,11,4,4,4,2,3,0,1
143,0,90.0,11,12,4,1,2,0,0,0
63,3,190.8,10,17,4,3,1,0,5,1
86,1,90.3,4,5,4,3,0,0,0,1
54,0,159.3,6,4,4,1,0,0,3,0
179,1,76.5,8,23,4,3,2,0,0,1
71,0,79.56,7,13,3,4,0,0,0,1
5,1,86.6,11,17,3,2,0,0,0,1
83,2,93.6,11,25,4,2,0,0,0,1
9,2,166.0,7,13,4,3,0,0,3,1
2,0,120.0,11,16,3,3,0,0,0,1
4,0,66.0,1,29,3,2,1,0,0,1
28,1,125.4,9,7,4,3,1,0,0,1
7,1,151.19,10,29,4,1,2,1,0,1
179,3,90.9,10,27,4,3,1,0,0,1
48,0,130.05,4,11,4,3,1,0,3,0
1,0,70.0,2,28,4,2,2,0,0,0
80,0,75.0,9,26,3,2,1,0,0,0
96,1,82.45,4,18,4,3,1,0,0,1
74,0,75.0,12,2,3,2,0,0,0,1
1,0,139.0,7,8,4,1,0,3,0,0
35,0,132.3,6,21,4,1,0,0,3,0
25,0,69.0,12,4,4,2,1,0,0,1
0,0,135.67,7,8,4,2,1,3,0,1
81,3,117.9,8,14,4,2,2,0,0,1
32,2,140.0,10,6,4,3,1,0,3,1
120,0,85.5,6,27,4,2,1,3,0,1
4,0,12.0,10,19,4,0,1,0,0,1
2,1,79.0,1,21,4,1,0,0,0,1
76,1,85.5,4,25,4,1,1,3,0,1
14,0,65.0,11,29,2,1,0,0,0,1
57,1,64.37,11,11,4,2,1,3,0,1
2,1,110.5,12,24,4,2,2,0,4,1
2,0,105.0,12,21,2,1,0,0,4,1
159,1,114.75,5,13,4,2,2,0,0,0
3,0,139.0,7,8,4,2,0,3,0,0
0,0,124.0,8,11,4,2,0,0,0,1
96,1,94.35,4,9,4,3,2,0,3,1
3,0,65.0,7,21,2,1,0,0,0,1
161,1,89.25,7,30,4,2,2,3,0,1
56,0,111.6,4,25,3,3,1,0,0,1
4,1,98.0,12,26,4,0,1,0,0,1
13,1,59.33,11,12,4,5,2,3,0,1
76,2,110.5,4,16,4,2,2,0,0,1
63,1,168.3,8,8,4,0,1,0,3,0
63,0,105.3,7,23,4,5,2,0,0,0
21,2,162.67,11,11,4,2,1,1,3,1
213,1,118.15,8,31,4,4,0,0,3,0
0,0,65.0,1,11,2,2,1,0,0,1
1,0,139.0,8,20,4,1,0,3,0,1
67,1,103.14,12,27,4,3,2,0,0,1
2,1,98.0,1,22,4,2,0,0,0,1
56,0,103.86,11,3,4,3,0,0,0,1
104,1,77.03,7,16,4,1,1,0,0,1
69,2,137.7,7,27,4,3,0,0,3,1
52,0,126.9,5,14,4,3,2,0,0,1
28,1,89.0,1,16,4,1,0,0,0,1
87,1,98.25,9,15,4,3,0,0,0,1
31,1,114.9,5,21,4,1,2,0,0,1
118,2,107.25,12,11,4,2,1,0,0,1
93,0,128.78,6,14,4,4,0,3,0,0
238,0,54.09,12,26,4,3,1,0,0,0
110,1,114.3,7,8,4,2,1,0,0,1
55,1,131.4,12,30,4,1,0,0,3,1
72,1,115.0,9,14,2,2,0,3,0,0
145,1,105.3,6,28,4,2,0,0,0,1
317,1,106.2,9,1,4,3,0,0,0,0
40,1,105.3,4,11,4,2,1,0,0,1
139,0,137.7,7,16,4,1,0,0,0,1
20,0,76.81,9,1,4,5,2,0,0,1
133,2,121.5,7,12,4,3,0,0,0,1
205,0,80.24,6,20,3,5,2,0,0,0
69,0,94.5,4,26,4,3,0,3,0,0
160,1,128.35,5,27,4,2,0,0,3,0
72,0,72.25,9,5,3,2,2,0,0,1
37,1,117.6,3,24,4,3,0,0,0,1
15,1,109.0,9,11,4,0,2,0,0,1
62,2,101.15,3,28,4,3,1,0,0,1
4,0,79.0,11,29,2,1,0,0,0,1
47,1,93.6,12,2,4,1,0,0,0,1
7,1,99.0,7,20,4,1,0,3,0,1
73,1,76.5,4,3,4,1,2,3,0,1
0,0,124.0,9,21,4,2,1,0,0,1
14,0,95.0,10,26,3,1,0,0,0,1
19,1,131.35,12,28,4,4,0,0,3,1
51,0,123.3,8,29,4,5,2,0,3,1
24,0,70.0,11,18,3,2,0,3,0,1
26,0,85.0,8,15,3,2,1,0,0,1
120,0,84.15,3,27,4,3,2,0,0,0
14,0,79.25,1,21,4,3,0,0,1,1
62,1,144.0,8,8,4,3,1,0,0,1
82,1,76.5,7,19,4,2,2,0,1,0
167,3,121.5,8,5,4,2,0,0,0,1
4,2,79.0,8,27,4,2,0,0,0,1
103,0,149.4,9,8,4,3,0,0,3,0
214,1,90.95,10,20,4,5,2,0,0,1
63,0,110.0,5,20,3,2,2,0,0,1
1,1,127.0,6,28,4,1,0,3,0,1
27,1,90.84,5,22,4,2,2,0,0,1
41,0,80.3,2,12,4,2,1,0,0,1
44,2,189.9,7,9,4,1,0,0,5,1
4,0,104.0,4,12,0,2,0,0,0,1
117,1,99.45,5,13,4,2,2,3,0,1
87,0,72.25,4,3,4,2,2,3,0,0
39,1,114.3,3,20,4,0,2,0,3,0
82,0,43.33,3,26,3,1,2,0,0,1
1,1,95.0,10,14,2,1,0,0,0,1
260,0,73.95,12,26,4,3,1,0,0,0
117,0,48.6,7,7,4,15,5,0,0,0
219,0,102.85,10,3,4,3,1,0,0,0
82,0,90.95,9,5,3,7,3,0,3,1
110,1,149.4,9,21,4,4,1,0,3,0
77,0,68.85,3,16,4,4,1,3,0,1
7,0,156.0,6,18,4,3,2,0,3,0
8,1,87.78,9,8,4,3,0,0,3,1
4,0,65.0,11,17,2,3,0,0,0,1
109,4,118.46,7,6,4,4,2,0,3,1
89,1,105.3,3,25,4,2,1,0,3,0
1,0,102.41,9,20,4,3,2,3,0,1
16,2,105.4,12,21,4,1,0,0,0,1
143,1,79.2,12,8,4,3,0,3,0,1
52,2,126.9,5,21,4,1,0,0,0,1
20,1,108.99,10,3,4,2,1,0,0,1
180,1,122.25,7,31,4,4,2,0,0,0
97,1,108.3,4,28,4,3,0,0,0,1
47,2,198.9,5,26,4,1,0,0,5,1
59,2,171.0,9,6,4,5,1,1,3,1
44,1,98.1,9,7,4,1,0,0,0,1
78,1,136.0,4,12,4,4,0,1,3,0
122,0,67.0,11,25,2,1,0,0,0,1
0,1,129.0,6,21,4,1,0,3,0,1
1,2,119.67,3,17,4,3,0,0,0,1
38,2,118.0,11,4,4,2,1,0,3,1
24,0,120.27,4,10,4,3,2,0,3,0
10,0,166.0,7,23,4,1,0,0,3,1
4,0,108.8,6,10,4,2,0,0,3,0
8,2,134.75,9,1,3,3,0,1,0,1
158,1,90.95,8,25,4,3,1,0,0,1
87,0,58.9,7,26,4,3,2,0,0,0
170,0,119.0,10,9,4,2,2,0,0,0
130,1,118.8,10,8,4,1,1,0,0,0
70,0,87.3,3,13,4,1,2,0,3,0
2,0,94.0,11,2,0,2,0,0,3,1
56,2,209.0,11,7,4,2,1,0,3,1
90,0,81.62,4,21,3,3,0,0,0,1
21,0,65.0,12,17,2,2,0,0,0,1
183,0,110.0,9,8,4,3,0,0,0,0
44,0,75.0,7,8,2,1,0,0,0,1
117,2,150.45,5,22,4,2,2,0,3,1
67,1,104.55,11,10,4,2,0,0,0,0
111,2,88.4,12,24,4,2,2,0,0,1
47,2,103.05,10,1,4,3,1,0,0,1
117,0,82.45,4,27,4,4,1,3,0,0
57,1,40.0,7,20,2,3,0,0,0,1
17,1,138.0,9,18,4,2,2,0,0,1
52,0,140.4,5,31,4,5,0,0,3,1
49,2,116.1,5,8,4,0,2,3,0,1
41,1,150.3,7,2,4,2,2,0,3,1
30,0,81.9,2,13,4,1,0,0,0,0
291,0,115.0,8,19,4,2,0,1,0,0
157,0,94.5,8,3,4,1,0,3,0,0
32,1,95.0,1,24,2,1,2,0,3,1
30,1,119.1,7,15,4,4,2,3,0,1
116,0,90.38,2,28,3,5,3,0,0,1
0,0,101.0,11,3,4,1,0,0,0,1
49,1,79.2,11,21,4,2,1,3,0,0
47,2,120.95,1,20,4,4,1,0,4,1
59,1,85.85,3,28,4,3,1,0,0,1
145,2,90.95,6,26,4,4,2,0,0,0
20,0,84.0,10,18,3,1,2,0,3,1
8,0,91.0,2,16,4,1,0,0,0,1
1,0,91.33,2,10,4,3,0,0,0,1
29,1,105.0,9,15,4,1,0,0,0,1
143,0,140.7,8,18,4,3,0,0,3,0
0,2,155.0,10,7,4,2,0,0,3,1
20,0,156.0,5,11,4,1,0,0,3,0
76,2,126.9,6,17,4,2,2,0,0,1
5,0,62.0,12,9,3,2,0,0,0,1
249,0,89.25,10,22,4,2,2,0,0,0
18,0,174.0,9,15,4,2,0,0,3,0
71,0,116.1,6,9,4,1,0,3,0,0
4,1,72.75,11,29,4,0,2,3,0,1
42,1,144.9,8,14,4,2,2,0,0,1
52,1,158.4,10,17,4,1,1,0,3,0
72,1,119.85,5,13,4,2,2,0,0,1
72,1,108.0,10,18,4,2,0,3,0,0
75,0,65.0,12,9,2,1,0,0,0,1
110,0,95.0,6,26,4,1,2,0,0,0
62,0,75.0,9,21,3,1,0,1,0,1
131,0,115.94,6,19,4,3,2,0,0,0
18,0,87.0,2,21,3,2,2,0,0,1
187,3,103.5,10,7,4,2,1,0,0,1
46,0,60.0,1,22,3,2,1,0,0,1
116,1,122.4,11,16,4,3,0,0,3,0
138,1,101.49,8,9,4,5,0,0,0,1
39,0,72.0,11,19,3,1,2,0,0,1
20,0,68.53,9,11,4,0,1,3,0,0
15,2,129.0,8,21,4,0,1,3,0,1
73,0,71.0,1,21,4,3,2,0,0,1
0,0,140.0,7,14,2,1,0,0,4,1
19,0,65.0,11,14,2,0,1,0,0,1
15,1,65.6,11,25,4,10,4,0,0,0
26,1,151.0,7,15,4,2,1,0,0,1
49,1,158.4,10,15,4,1,2,0,3,0
7,0,119.2,9,20,4,1,0,0,0,1
8,0,66.0,1,14,2,1,0,0,0,1
46,2,135.9,8,14,4,1,2,0,0,1
117,1,109.65,6,2,4,3,1,3,0,1
178,1,109.8,7,23,4,1,2,0,3,0
284,0,67.5,12,12,4,0,1,3,0,0
21,0,103.13,8,31,4,5,3,0,0,1
52,1,118.0,8,28,4,0,1,3,0,0
1,0,79.0,2,9,4,1,0,3,0,0
8,0,112.0,10,17,4,3,1,3,0,1
23,1,90.95,11,12,4,3,1,0,0,1
137,0,83.47,8,17,3,4,1,1,0,1
1,1,65.0,1,7,2,1,0,0,0,1
247,1,86.63,8,27,4,1,1,0,1,0
10,2,81.0,8,18,4,3,0,3,0,1
143,0,112.45,8,25,3,3,1,1,3,1
35,2,86.4,9,14,4,0,1,3,0,1
83,1,92.0,11,3,4,3,1,0,3,1
59,1,131.4,8,8,4,1,1,0,0,1
112,1,72.25,7,7,3,3,2,0,0,1
29,0,70.91,2,5,4,14,6,0,0,0
1,1,0.0,8,12,1,2,0,0,0,1
101,0,95.88,6,17,3,2,0,0,0,0
187,1,86.5,7,7,4,2,0,0,1,0
99,1,118.0,10,8,4,2,2,0,0,1
57,0,60.0,11,17,3,3,0,0,3,1
95,2,151.2,10,7,4,2,1,0,3,1
53,1,81.0,12,29,4,2,0,3,0,1
6,0,106.0,7,20,3,1,0,0,0,1
3,2,85.03,2,12,4,2,1,0,1,1
94,0,60.0,12,27,3,3,2,0,3,1
24,1,137.83,11,7,4,2,1,3,0,1
17,1,95.0,10,9,3,3,2,0,0,1
13,0,92.0,10,31,4,4,1,3,0,0
2,1,127.33,8,17,4,2,1,0,0,1
7,1,106.0,4,7,4,1,0,0,0,1
15,1,141.68,9,15,4,2,0,0,3,0
80,0,80.75,6,4,3,1,2,0,0,1
119,2,76.5,8,13,4,3,0,0,0,1
25,1,114.0,10,25,4,1,2,3,0,1
62,0,140.4,4,30,4,1,1,0,3,0
69,1,68.0,7,22,4,4,0,0,0,0
19,0,89.0,9,12,4,0,1,3,0,1
0,0,66.4,5,9,3,0,1,3,0,1
0,0,0.0,5,31,1,1,0,0,0,1
64,1,105.3,7,26,4,3,0,0,0,1
56,1,93.6,11,23,4,3,0,0,0,0
65,1,68.0,12,4,3,2,2,0,0,1
30,0,103.5,4,19,4,3,0,0,0,1
16,1,85.0,10,8,3,1,1,0,0,1
109,2,77.86,12,16,4,3,2,0,1,1
0,2,95.0,11,14,2,3,1,0,0,1
7,1,124.67,8,26,4,2,1,3,0,1
5,1,99.0,4,11,3,1,1,3,0,1
219,0,158.95,8,8,4,5,1,0,5,0
221,0,85.5,8,17,4,2,0,3,0,0
132,2,92.02,6,28,4,8,2,0,0,1
4,1,0.0,10,1,1,1,0,0,4,1
200,2,106.2,5,2,4,3,1,0,0,0
146,1,94.8,5,30,4,2,1,3,0,0
1,0,101.0,4,13,4,1,0,0,0,1
25,0,56.98,2,16,4,2,0,3,0,0
241,1,95.0,7,3,4,1,2,3,0,1
53,2,77.86,11,29,4,4,0,0,1,1
49,1,111.0,10,3,4,2,1,3,0,1
30,1,159.0,10,20,4,3,0,0,0,0
1,2,154.0,12,6,4,1,0,0,3,1
33,0,71.53,1,31,4,5,2,0,1,1
30,4,139.0,10,21,4,2,0,0,0,1
92,2,72.25,7,15,3,3,2,0,0,1
26,1,139.0,10,16,4,4,2,0,0,1
1,0,65.0,12,10,2,1,0,0,0,1
120,1,71.67,4,23,4,2,2,0,0,1
0,1,96.27,9,7,4,2,1,0,0,1
5,1,96.76,8,26,4,2,1,3,0,1
4,0,65.0,10,6,2,3,0,0,0,1
90,2,130.78,6,14,4,5,2,0,0,0
5,2,200.33,10,28,4,2,1,1,0,1
28,0,166.67,11,11,4,2,1,0,3,0
4,1,160.5,6,18,4,1,1,0,3,1
15,1,151.0,7,5,4,3,0,0,0,1
69,1,150.3,3,12,4,1,1,0,5,0
0,0,95.0,5,9,2,2,1,0,0,1
2,0,102.7,8,2,4,1,0,0,0,1
3,0,110.0,10,7,0,2,1,0,3,0
57,2,94.5,10,10,4,1,2,0,0,1
17,1,114.73,9,12,4,1,1,0,3,1
17,2,158.0,9,25,4,2,2,0,0,1
3,0,81.0,2,25,3,3,0,0,0,1
131,1,103.05,10,10,4,1,1,3,0,1
10,0,100.0,6,26,4,0,1,0,0,0
11,0,306.0,9,16,4,2,1,1,5,0
2,1,109.0,2,8,4,0,1,0,0,1
359,1,105.0,9,16,4,2,2,0,0,0
88,0,105.3,7,24,4,0,1,0,0,0
107,0,68.0,11,25,3,2,0,0,0,1
49,1,75.95,3,8,4,4,0,0,0,1
56,1,123.3,3,29,4,3,0,0,3,0
162,1,76.5,8,28,4,2,1,0,0,0
110,0,36.25,7,25,3,1,2,1,0,1
38,1,83.9,3,5,4,1,2,0,0,1
40,2,94.5,9,13,4,3,2,0,0,1
140,1,105.3,5,29,4,1,2,0,0,1
35,0,81.9,3,9,4,5,2,0,0,0
99,1,101.58,4,28,4,3,1,0,0,1
5,1,162.0,8,15,4,1,1,0,5,0
14,1,156.0,6,19,4,2,2,0,3,1
103,1,113.05,12,27,3,3,0,0,4,1
71,1,108.0,10,7,4,1,0,0,1,1
107,2,135.15,5,22,4,2,2,0,0,1
24,1,147.9,12,21,4,4,0,0,5,1
20,0,113.0,2,27,4,1,1,0,3,1
152,0,113.9,8,19,4,3,2,0,3,0
49,1,192.6,9,19,4,3,1,1,3,0
83,1,132.6,5,1,4,3,2,0,3,1
18,1,139.0,6,30,4,3,2,3,0,1
2,0,0.0,10,12,1,1,1,0,0,1
230,1,109.65,9,18,4,2,2,0,0,0
3,0,0.0,11,16,1,1,1,0,0,1
15,1,117.5,12,2,4,2,0,0,3,1
1,1,180.0,1,13,4,4,0,0,5,1
36,1,88.4,12,22,4,3,2,0,0,1
123,2,72.25,12,29,4,3,0,0,0,0
33,1,80.82,2,15,4,4,1,0,0,1
22,2,198.88,12,29,4,3,2,1,3,1
92,2,76.5,8,7,4,4,2,0,0,0
184,1,90.95,7,1,4,2,2,0,0,1
117,2,93.6,12,26,4,2,1,0,0,1
1,0,75.0,1,8,4,1,0,3,0,1
33,1,126.0,10,6,4,1,0,3,0,1
117,2,177.3,5,5,4,3,0,0,5,1
0,1,73.9,1,6,4,1,0,0,0,1
8,1,135.0,10,20,4,2,0,0,0,1
2,0,140.0,10,12,4,2,0,0,0,1
31,1,88.4,11,13,4,2,2,0,0,1
76,0,132.6,4,30,4,2,2,0,3,1
112,0,129.6,9,8,4,1,0,0,0,0
65,1,177.3,4,12,4,3,0,0,5,0
0,0,0.0,12,7,1,0,1,0,0,1
162,0,135.0,5,11,4,3,0,0,3,0
57,1,87.32,6,27,4,0,1,0,3,1
84,0,65.0,9,7,2,1,0,0,0,1
18,0,85.0,10,3,3,1,1,0,0,1
78,3,130.58,10,21,3,2,2,1,0,1
0,2,140.0,10,29,4,1,1,3,0,1
57,0,105.3,4,11,4,2,1,0,0,0
102,1,121.5,7,26,4,2,0,0,0,0
96,0,166.0,12,31,3,3,2,1,0,1
34,2,79.8,3,25,4,2,2,0,1,1
164,0,106.53,8,14,4,4,2,0,0,0
190,0,112.5,10,28,4,2,1,0,0,0
28,0,194.8,8,13,3,3,2,1,0,1
120,0,74.8,11,27,4,5,2,3,0,0
0,0,200.0,9,18,4,1,0,0,0,1
116,1,88.4,12,23,4,4,2,0,0,1
225,0,96.3,8,12,4,2,0,0,0,0
117,1,145.8,9,16,4,2,1,0,0,0
82,1,117.9,8,5,4,2,2,0,0,1
174,1,99.45,8,13,4,2,2,0,0,1
91,0,69.64,4,6,4,4,0,0,3,1
62,0,103.5,4,7,4,2,0,3,0,1
23,0,118.98,10,28,4,4,1,0,0,1
18,2,119.58,1,1,4,2,1,0,1,1
6,2,105.0,9,13,4,0,1,0,0,1
64,1,130.0,5,17,2,2,0,0,0,1
0,0,135.0,5,17,4,1,0,0,0,1
9,3,96.0,8,28,2,7,4,0,0,1
163,2,104.4,10,26,4,4,0,0,3,0
126,0,114.3,5,7,4,1,2,0,3,1
92,0,121.8,7,28,4,3,0,0,3,0
0,1,129.0,6,4,4,1,0,3,0,1
14,1,0.0,9,12,1,0,1,0,1,1
0,1,0.0,3,10,1,1,0,3,6,1
17,1,104.0,11,6,4,1,0,3,0,1
16,2,111.35,5,29,4,2,2,0,3,1
142,1,96.3,7,4,4,0,1,0,0,1
46,1,74.8,11,22,4,4,0,3,0,0
113,1,105.3,7,12,4,3,0,0,0,1
210,0,72.75,10,8,3,3,1,1,0,0
28,1,85.59,11,4,4,4,0,0,3,1
132,2,114.75,7,2,4,5,2,0,0,0
43,0,68.0,11,19,3,2,2,0,0,1
80,0,89.25,9,3,4,3,0,0,0,1
66,1,106.5,11,10,4,3,0,3,0,1
218,0,90.95,10,17,4,4,1,0,0,0
52,1,99.0,10,29,4,1,1,3,0,0
9,1,76.0,11,7,4,1,0,3,0,1
68,0,48.0,9,29,3,2,0,0,0,1
98,0,105.0,5,16,3,2,1,1,0,1
3,1,136.0,10,11,4,0,1,0,3,1
36,1,103.5,10,18,4,2,2,0,0,1
43,0,85.5,8,31,3,4,0,0,0,1
75,0,75.0,11,29,3,5,0,0,0,1
16,0,180.5,7,16,4,2,2,0,3,0
64,0,149.4,9,16,4,1,0,0,3,0
125,1,187.85,6,3,4,2,2,0,5,1
13,2,129.0,9,25,4,1,2,3,0,1
80,0,74.8,3,25,3,2,2,0,0,0
21,0,85.0,2,11,4,1,0,0,0,0
185,0,89.25,8,13,4,5,2,3,0,0
24,0,135.0,5,11,4,4,0,0,0,1
194,0,96.3,10,22,4,5,2,0,0,0
115,1,116.1,6,6,4,2,1,0,0,1
130,1,116.1,6,6,4,2,1,3,0,1
156,0,121.5,8,23,4,2,0,0,0,0
18,0,114.0,6,12,4,0,2,0,0,0
11,1,0.0,1,22,4,0,0,3,0,1
42,1,80.3,1,16,4,1,0,0,0,1
45,1,134.1,6,29,4,2,0,0,0,1
125,0,126.51,7,31,4,5,2,0,3,1
1,0,89.0,8,6,4,1,0,0,0,0
24,1,127.48,5,31,4,4,0,0,3,1
30,0,67.0,11,13,2,0,1,0,0,1
32,1,126.26,6,26,4,5,2,0,3,1
80,1,96.3,4,13,4,2,0,0,0,1
43,1,81.9,3,14,4,1,1,0,0,0
121,0,90.0,6,24,4,2,1,0,0,0
141,1,131.47,8,1,4,5,1,0,3,1
79,1,92.65,4,2,4,3,2,0,3,1
85,0,50.3,8,11,4,2,0,0,0,0
0,0,140.0,5,18,2,1,0,0,0,1
43,0,58.4,10,2,3,3,2,0,0,1
0,0,93.81,8,8,4,0,1,3,0,1
58,3,99.0,9,5,4,0,1,3,0,1
156,1,114.83,7,5,4,4,0,0,0,0
1,1,88.0,7,21,2,1,0,0,0,1
159,0,94.5,8,5,4,1,0,3,0,0
0,0,105.0,1,1,4,1,0,0,0,1
139,0,151.2,10,8,4,1,2,0,3,0
66,2,130.5,7,24,4,0,2,0,0,1
168,1,112.8,7,18,4,2,1,0,3,0
146,0,186.3,8,11,4,2,0,0,5,1
3,1,67.0,6,20,2,1,1,0,0,1
127,1,79.2,11,12,4,1,2,3,0,0
99,0,80.0,2,19,2,1,0,0,0,1
3,0,89.0,8,11,4,2,0,3,0,1
207,1,62.54,10,28,4,2,2,3,0,1
1,2,116.0,4,23,4,1,1,0,0,1
11,0,99.0,5,25,4,1,0,3,0,1
36,2,88.4,12,21,4,4,1,0,0,1
28,3,96.9,11,13,4,4,2,0,3,1
67,0,80.75,4,4,4,4,1,3,0,0
0,0,75.0,9,21,3,2,1,0,3,1
72,2,87.3,4,3,4,1,2,0,0,1
53,1,126.9,5,17,4,1,0,0,0,1
0,0,161.33,8,27,4,3,0,0,5,0
12,0,58.0,12,19,3,2,2,0,0,1
0,0,65.14,5,16,4,0,1,3,0,1
167,0,96.3,8,26,4,2,1,0,0,0
116,1,109.25,7,12,4,5,0,0,0,1
47,1,89.3,2,20,4,1,2,0,3,1
46,1,96.16,3,13,4,5,3,0,3,0
186,0,103.7,7,26,4,4,0,0,3,0
26,0,77.0,10,19,3,2,1,0,0,1
34,1,99.0,9,2,4,1,0,3,0,0
72,0,68.0,3,27,3,2,2,0,0,1
80,0,73.1,3,30,4,8,2,3,0,0
14,0,76.0,11,25,2,1,0,0,0,1
35,2,136.2,6,9,4,3,0,0,3,1
7,0,106.0,7,6,2,2,0,0,4,1
146,1,121.55,5,19,4,3,0,0,3,1
5,0,89.0,3,23,4,1,0,3,0,0
196,1,150.45,9,19,4,3,1,0,0,0
38,0,135.9,8,15,4,0,1,0,0,0
82,0,158.83,3,23,4,4,0,0,5,1
41,0,110.31,11,23,4,4,1,0,3,1
163,2,105.3,8,1,4,0,1,0,0,0
34,0,198.9,4,29,4,2,2,0,5,0
7,1,65.0,12,27,2,2,0,0,0,1
68,0,58.0,9,29,3,2,0,1,0,1
61,2,126.9,5,13,4,2,1,0,0,1
26,1,88.4,12,14,4,4,0,0,0,1
38,0,69.52,2,13,4,1,0,0,1,1
45,1,79.33,6,19,4,2,2,0,0,1
30,2,126.6,4,27,4,3,0,0,3,1
50,2,164.25,4,12,4,3,0,1,0,1
6,0,140.0,10,4,4,4,0,3,0,1
40,0,68.0,11,26,3,2,2,0,0,1
4,1,125.0,5,1,4,0,1,0,0,1
47,0,71.1,3,17,4,1,0,3,0,0
0,1,41.84,1,10,4,5,2,0,0,1
95,2,79.8,10,30,4,1,2,3,0,0
119,1,81.47,10,24,4,3,1,0,3,1
101,0,187.85,6,1,4,4,0,0,5,0
3,1,107.0,8,11,4,2,0,0,0,1
90,0,133.2,8,7,4,2,2,0,3,1
2,1,91.0,6,14,4,1,0,0,0,1
18,2,158.0,12,30,4,2,0,0,0,1
194,0,73.46,4,21,4,3,0,3,0,0
80,2,126.9,5,13,4,2,0,0,0,1
40,0,115.2,9,5,4,4,1,0,4,1
73,1,115.04,6,16,4,3,0,0,3,1
89,0,150.3,8,23,4,5,0,0,3,0
93,0,150.3,8,22,4,3,1,0,3,0
26,1,60.0,1,27,4,4,1,3,0,1
82,2,90.45,10,30,4,2,2,0,0,1
17,0,102.33,4,2,4,1,2,3,0,0
114,0,107.95,5,9,4,3,1,0,3,0
75,0,123.3,7,11,4,1,1,0,3,0
3,0,81.0,2,14,4,0,2,3,0,1
43,1,85.07,11,1,4,3,0,3,0,1
2,1,123.0,8,28,3,1,2,0,0,1
119,0,72.25,8,13,3,6,2,0,0,1
13,0,71.0,1,20,3,1,0,0,0,1
